sample_id,source_file,model_family,a_total_changes,b_total_changes,parse_ok,a_parse_ok,b_parse_ok,summary_file_rows,selected_parent,metadata_source,result_file_rows,result_failure_file_rows,all_files_failed_exact_match,any_file_failed_exact_match,mean_exact_match,repo,difficulty,project_size,model_name,a_type_addition,b_type_addition,a_type_modification,b_type_modification,a_type_removal,b_type_removal,a_type_unknown,b_type_unknown,a_type_intent,b_type_intent,a_type_note,b_type_note,a_type_likely intent,b_type_likely intent,a_type_analysis,b_type_analysis,a_type_import,b_type_import,a_type_commentary,b_type_commentary,a_type_summary,b_type_summary,a_type_replacement,b_type_replacement,a_type_additional,b_type_additional,a_type_refactor,b_type_refactor,a_type_renaming,b_type_renaming,a_type_class rename,b_type_class rename,a_type_deprecation,b_type_deprecation,a_type_metaclass introduction,b_type_metaclass introduction,a_type_json object,b_type_json object,a_type_reordering,b_type_reordering,a_type_boolean,b_type_boolean,a_type_reformatting,b_type_reformatting,a_type_reorganization,b_type_reorganization,a_type_comment,b_type_comment,a_type_assertion,b_type_assertion,rejected_parent,selected_change_count,rejected_change_count,selected_minus_rejected_changes,file_label_favored_complexity_count,file_label_favored_simplicity_count,file_label_tie_ambiguous_count,file_label_unparseable_count,file_label_mix_or_missing_selection_count,majority_vote_preference_label,summary_preference_label,dominant_preference,summary_preference_manual_equivalent,manual_agreement
107501480065,2025-11-09-gpt5nano-failure-classifications,gpt5nano,3,2,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pydantic/pydantic-ai,easy,large,openai/gpt-5-nano,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,2,1,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
107501480065,2025-11-23-qwen3-failure-classifications,qwen3,3,2,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pydantic/pydantic-ai,easy,large,groq:qwen/qwen3-32b,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,2,1,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
112872124646,2025-11-23-qwen3-failure-classifications,qwen3,11,9,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,farama-foundation/metaworld,medium,medium,groq:qwen/qwen3-32b,7,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,11,9,2,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
113404845952,2025-11-23-qwen3-failure-classifications,qwen3,3,3,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,assafelovic/gpt-researcher,easy,large,groq:qwen/qwen3-32b,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,3,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,neither,tie (ambiguous),False
115058474542,2025-11-09-gpt5nano-failure-classifications,gpt5nano,0,1,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,modelscope/modelscope-agent,easy,medium,openai/gpt-5-nano,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,-1,0,1,0,0,0,favored_simplicity,favored_simplicity,neither,favored simplicity,False
116012349852,2026-02-03-llama-failure-classifications,llama,1,1,False,False,False,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pytorch/captum,medium,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,0,0,0,0,1,0,unparseable,unparseable,,,
118214162527,2025-11-09-gpt5nano-failure-classifications,gpt5nano,2,2,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,DS4SD/docling,easy,large,openai/gpt-5-nano,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,neither,tie (ambiguous),False
122070957868,2025-11-23-qwen3-failure-classifications,qwen3,1,1,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,allenai/open-instruct,easy,medium,groq:qwen/qwen3-32b,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,neither,tie (ambiguous),False
122543218019,2026-02-03-llama-failure-classifications,llama,1,1,False,False,False,1,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,opentensor/bittensor,medium,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,0,0,0,0,1,0,unparseable,unparseable,,,
124416110103,2026-02-03-llama-failure-classifications,llama,4,10,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,kijai/ComfyUI-LivePortraitKJ,easy,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,4,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,10,-6,0,1,0,0,0,favored_simplicity,favored_simplicity,,favored simplicity,
12459398132,2025-11-23-qwen3-failure-classifications,qwen3,5,1,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pypose/pypose,easy,medium,groq:qwen/qwen3-32b,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,5,1,4,1,0,0,0,0,favored_complexity,favored_complexity,neither,favored complexity,False
125568505545,2025-11-09-gpt5nano-failure-classifications,gpt5nano,8,8,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,getsentry/sentry-python,easy,medium,openai/gpt-5-nano,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,8,8,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,favored complexity,tie (ambiguous),False
126658010330,2025-11-09-gpt5nano-failure-classifications,gpt5nano,5,3,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,opendilab/lightzero,easy,medium,openai/gpt-5-nano,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,5,3,2,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
127442621803,2025-11-09-gpt5nano-failure-classifications,gpt5nano,2,1,True,True,True,1,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,khronosgroup/gltf-blender-io,easy,medium,openai/gpt-5-nano,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,-1,0,1,0,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
127696746793,2026-02-03-llama-failure-classifications,llama,3,5,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,airweave-ai/airweave,easy,medium,local:meta-llama/Llama-3.1-8B-Instruct,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,5,-2,0,1,0,0,0,favored_simplicity,favored_simplicity,,favored simplicity,
128217118808,2025-11-23-qwen3-failure-classifications,qwen3,6,3,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,mckinsey/vizro,medium,medium,groq:qwen/qwen3-32b,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,6,3,3,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
128300989248,2025-12-03-qwen3-pass-classifications,qwen3,7,3,True,True,True,2,A,results\figures\force_mix_vs_final_combined.csv,2,1,False,True,0.5,leondz/garak,hard,medium,groq:qwen/qwen3-32b,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,7,3,4,1,1,0,0,0,tie_ambiguous,tie_ambiguous,tie (ambiguous),tie (ambiguous),True
128300989248,2026-02-03-llama-failure-classifications,llama,11,5,True,True,True,2,B,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,leondz/garak,hard,medium,local:meta-llama/Llama-3.1-8B-Instruct,1,0,8,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,5,11,-6,1,1,0,0,0,tie_ambiguous,tie_ambiguous,,tie (ambiguous),
128880763285,2025-11-11-gpt5nano-pass-classifications,gpt5nano,47,34,True,True,True,8,A,results\figures\force_mix_vs_final_combined.csv,8,5,False,True,0.375,skypilot-org/skypilot,hard,large,openai/gpt-5-nano,3,6,41,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,47,34,13,5,1,2,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
129139494044,2026-02-03-llama-failure-classifications,llama,1,1,False,False,False,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,ModelTC/lightllm,medium,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,0,0,0,0,1,0,unparseable,unparseable,,,
129221788975,2026-02-03-llama-failure-classifications,llama,1418,2,True,True,True,1,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,al-one/hass-xiaomi-miot,easy,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,1418,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1418,-1416,0,1,0,0,0,favored_simplicity,favored_simplicity,,favored simplicity,
129797159042,2025-11-23-qwen3-failure-classifications,qwen3,9,9,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,eleutherai/lm-evaluation-harness,medium,large,groq:qwen/qwen3-32b,2,3,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,9,9,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,neither,tie (ambiguous),False
129797159042,2026-02-03-llama-failure-classifications,llama,1,1,False,False,False,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,eleutherai/lm-evaluation-harness,medium,large,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,0,0,0,0,1,0,unparseable,unparseable,,,
130376795108,2025-11-23-qwen3-failure-classifications,qwen3,5,6,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pytorch/TensorRT,medium,huge,groq:qwen/qwen3-32b,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,5,6,-1,0,1,0,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
131898172532,2025-12-03-qwen3-pass-classifications,qwen3,15,4,True,True,True,2,A,results\figures\force_mix_vs_final_combined.csv,2,1,False,True,0.5,pyglet/pyglet,hard,large,groq:qwen/qwen3-32b,3,0,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,15,4,11,2,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
131898172532,2026-01-23-llama-pass-classifications,llama,2,2,False,False,False,2,A,results\figures\force_mix_vs_final_combined.csv,2,1,False,True,0.5,pyglet/pyglet,hard,large,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,0,0,0,0,2,0,unparseable,unparseable,favored complexity,,False
13222601357,2026-02-03-llama-failure-classifications,llama,2,2,False,False,False,2,A,results\figures\force_mix_vs_final_combined.csv,2,2,True,True,0.0,reflex-dev/reflex,hard,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,0,0,0,0,2,0,unparseable,unparseable,,,
133011245168,2026-02-03-llama-failure-classifications,llama,1,1,False,False,False,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,vllm-project/llm-compressor,medium,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,0,0,0,0,1,0,unparseable,unparseable,,,
133313355306,2025-11-09-gpt5nano-failure-classifications,gpt5nano,1,1,True,True,True,1,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pyg-team/pytorch_geometric,easy,large,openai/gpt-5-nano,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,neither,tie (ambiguous),False
133728812294,2025-11-23-qwen3-failure-classifications,qwen3,1,5,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,huggingface/open-r1,easy,small,groq:qwen/qwen3-32b,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,5,-4,0,1,0,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
134296232550,2025-11-09-gpt5nano-failure-classifications,gpt5nano,3,3,True,True,True,1,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,cpacker/MemGPT,easy,medium,openai/gpt-5-nano,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,3,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,favored simplicity,tie (ambiguous),False
134296232550,2025-11-23-qwen3-failure-classifications,qwen3,4,3,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,cpacker/MemGPT,easy,medium,groq:qwen/qwen3-32b,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,3,1,1,0,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
134797539444,2025-12-03-qwen3-pass-classifications,qwen3,24,31,True,True,True,5,A,results\figures\force_mix_vs_final_combined.csv,5,4,False,True,0.2,allenai/open-instruct,hard,medium,groq:qwen/qwen3-32b,19,24,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,31,-7,2,3,0,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
134797539444,2026-01-23-llama-pass-classifications,llama,5,5,False,False,False,5,A,results\figures\force_mix_vs_final_combined.csv,5,4,False,True,0.2,allenai/open-instruct,hard,medium,local:meta-llama/Llama-3.1-8B-Instruct,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,5,5,0,0,0,0,5,0,unparseable,unparseable,tie (ambiguous),,False
134972618836,2025-11-23-qwen3-failure-classifications,qwen3,4,6,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,triton-inference-server/server,easy,large,groq:qwen/qwen3-32b,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,6,-2,0,1,0,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
134972618836,2026-02-03-llama-failure-classifications,llama,1089,3,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,triton-inference-server/server,easy,large,local:meta-llama/Llama-3.1-8B-Instruct,1087,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1089,3,1086,1,0,0,0,0,favored_complexity,favored_complexity,,favored complexity,
135757895111,2025-11-09-gpt5nano-failure-classifications,gpt5nano,2,2,True,True,True,1,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,mindverse/Second-Me,easy,large,openai/gpt-5-nano,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,2,0,0,0,1,0,0,tie_ambiguous,tie_ambiguous,favored simplicity,tie (ambiguous),False
136304482098,2025-11-09-gpt5nano-failure-classifications,gpt5nano,29,23,True,True,True,3,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,reflex-dev/reflex,hard,medium,openai/gpt-5-nano,1,6,26,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,23,6,2,1,0,0,0,favored_complexity,favored_complexity,favored complexity,favored complexity,True
137067530791,2025-11-23-qwen3-failure-classifications,qwen3,14,19,True,True,True,3,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,pytorch/TensorRT,hard,huge,groq:qwen/qwen3-32b,1,11,8,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,14,19,-5,0,2,1,0,0,favored_simplicity,favored_simplicity,favored simplicity,favored simplicity,True
