sample_id,case_id,source_run,source_file,model_family,artifact_file_slug,file_path,a_summary_path,b_summary_path,a_parse_ok,b_parse_ok,parse_ok,a_parse_error,b_parse_error,a_total_changes,b_total_changes,a_likely_intent,b_likely_intent,a_type_addition,b_type_addition,a_type_modification,b_type_modification,a_type_removal,b_type_removal,a_type_unknown,b_type_unknown,a_type_intent,b_type_intent,a_type_note,b_type_note,a_type_likely intent,b_type_likely intent,a_type_analysis,b_type_analysis,a_type_import,b_type_import,a_type_commentary,b_type_commentary,a_type_summary,b_type_summary,a_type_replacement,b_type_replacement,a_type_additional,b_type_additional,a_type_refactor,b_type_refactor,a_type_renaming,b_type_renaming,a_type_class rename,b_type_class rename,a_type_deprecation,b_type_deprecation,a_type_metaclass introduction,b_type_metaclass introduction,a_type_json object,b_type_json object,a_type_reordering,b_type_reordering,a_type_boolean,b_type_boolean,a_type_reformatting,b_type_reformatting,a_type_reorganization,b_type_reorganization,a_type_comment,b_type_comment,a_type_assertion,b_type_assertion,selected_parent,metadata_source,result_file_rows,result_failure_file_rows,all_files_failed_exact_match,any_file_failed_exact_match,mean_exact_match,repo,difficulty,project_size,model_name,rejected_parent,selected_change_count,rejected_change_count,selected_minus_rejected_changes,summary_preference_label
133313355306,133313355306-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,examples_llm_plus_gnn_g_retriever.py,examples/llm_plus_gnn/g_retriever.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\133313355306-1\bypass\examples_llm_plus_gnn_g_retriever.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\133313355306-1\bypass\examples_llm_plus_gnn_g_retriever.py\b_summary.txt,True,True,True,,,1,1,Adapt GAT construction to a newer PyG API (Matthias's changes) by renaming num_gnn_heads to heads while preserving the same value; potential risk: API compatibility across PyGGeometric versions.,Improve code readability/style by wrapping the GAT constructor call across lines without changing behavior.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,pyg-team/pytorch_geometric,easy,large,openai/gpt-5-nano,A,1.0,1.0,0.0,tie_ambiguous
134296232550,134296232550-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,tests_test_client_legacy.py,tests/test_client_legacy.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\134296232550-1\bypass\tests_test_client_legacy.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\134296232550-1\bypass\tests_test_client_legacy.py\b_summary.txt,True,True,True,,,3,3,Introduce OPENAI_SSE_DONE sentinel and UsageMessage handling; refactor streaming test to a unified LettaMessage flow and a sentinel end-of-stream for improved robustness and compatibility with new streaming interface.,"Update tests to align with the new agent API by using agent_state and initialize_message_sequence, and by importing updated message types and helpers; this supports removal of the in-memory _messages field on Agent and ensures tests reflect the new initialization semantics.",0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,cpacker/MemGPT,easy,medium,openai/gpt-5-nano,A,3.0,3.0,0.0,tie_ambiguous
135757895111,135757895111-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,lpm_kernel_api_domains_trainprocess_trainprocess_service.py,lpm_kernel/api/domains/trainprocess/trainprocess_service.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\135757895111-1\bypass\lpm_kernel_api_domains_trainprocess_trainprocess_service.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\135757895111-1\bypass\lpm_kernel_api_domains_trainprocess_trainprocess_service.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 14 column 2 (char 3545),,2,2,"Introduce a JSON-based progress mechanism (train_progress.json) to track model download progress, decoupling from parsing log lines and improving reliability; this requires an external process to write the progress data correctly and may introduce risks if the progress file is missing, delayed, or malformed.","Switch monitoring from parsing train logs to reading a structured progress file (train_progress.json) for training progress, and extend progress updates to support per-file context (file_name) for improved progress bar accuracy and reliability.",0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,mindverse/Second-Me,easy,large,openai/gpt-5-nano,B,2.0,2.0,0.0,tie_ambiguous
136304482098,136304482098-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,reflex_config.py,reflex/config.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-1\bypass\reflex_config.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-1\bypass\reflex_config.py\b_summary.txt,True,True,True,,,12,4,,"Introduce thread-safe, cached config loading and new environment/config options (PerformanceMode, latest version check, and state size limit) to enable safer concurrent loading and configurable performance behavior.",1,1,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,reflex-dev/reflex,hard,medium,openai/gpt-5-nano,B,12.0,4.0,8.0,favored_complexity
136304482098,136304482098-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,reflex_reflex.py,reflex/reflex.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-2\bypass\reflex_reflex.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-2\bypass\reflex_reflex.py\b_summary.txt,True,True,True,,nested_summary_json_prefix: Extra data: line 32 column 2 (char 1349),7,5,,"Disable typer/rich integration appropriately, simplify AI/init flow by centralizing logic in initialize_app(ai), and adjust UI text to reflect new behavior, reducing complexity and potential edge cases.",0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,reflex-dev/reflex,hard,medium,openai/gpt-5-nano,B,7.0,5.0,2.0,favored_complexity
136304482098,136304482098-3,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,reflex_utils_prerequisites.py,reflex/utils/prerequisites.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-3\bypass\reflex_utils_prerequisites.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\136304482098-3\bypass\reflex_utils_prerequisites.py\b_summary.txt,True,True,True,,,10,14,,"Enhance the init workflow to support AI-generated and remote templates, modularize initialization steps, and respect an environment flag for skipping version checks. Introduce new helpers and safer prompts, and apply generated templates to the app's main module when available.",0,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,reflex-dev/reflex,hard,medium,openai/gpt-5-nano,B,10.0,14.0,-4.0,favored_simplicity
140532355399,140532355399-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,lerobot_common_datasets_aggregate.py,lerobot/common/datasets/aggregate.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\140532355399-1\bypass\lerobot_common_datasets_aggregate.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\140532355399-1\bypass\lerobot_common_datasets_aggregate.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 38 column 2 (char 5418),,6,3,"Refactor and modularize aggregate.py to support scalable, chunked, multi-source dataset aggregation across shards, using HF_LEROBOT_HOME as base path and introducing helper functions for videos, data, and metadata processing, with a main orchestration flow and hub upload handling.","Enhance aggregate writing to correctly handle image-type data by introducing image_keys and using safe_write_dataframe_to_parquet for appends, reducing write errors and ensuring data integrity.",0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,huggingface/lerobot,medium,medium,openai/gpt-5-nano,A,3.0,6.0,-3.0,favored_simplicity
141616630456,141616630456-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,sky_client_sdk.py,sky/client/sdk.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-1\bypass\sky_client_sdk.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-1\bypass\sky_client_sdk.py\b_summary.txt,True,True,True,nested_summary_json_prefix: Extra data: line 62 column 2 (char 7396),,10,6,"Introduce support for persisted DAGs via dag_id and integrate upload-mounts workflow across optimize, validate, launch, and exec to improve consistency, reduce payload size, and enable admin policy consolidation with the API server.","Introduce client-side admin policy support for launch by wrapping the launch path in a policy-context manager and moving the core launch logic into an _launch() helper. This enables applying per-request admin policy configurations on the client side and modularizes the flow, with potential risks around ensuring consistent policy application and parameter propagation across the new abstraction.",0,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,skypilot-org/skypilot,hard,large,openai/gpt-5-nano,A,6.0,10.0,-4.0,favored_simplicity
141616630456,141616630456-2,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,sky_jobs_client_sdk.py,sky/jobs/client/sdk.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-2\bypass\sky_jobs_client_sdk.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-2\bypass\sky_jobs_client_sdk.py\b_summary.txt,True,True,True,,,3,3,"Enable launching managed jobs with a persisted DAG by separating mount uploads, obtaining a dag_id via validation, and using dag_id in the launch payload when available, reducing full DAG re-upload and enabling persisted-DAG workflows.",Enable client-side admin policy application for managed job launch by wrapping DAG processing in a contextual policy context and adding necessary imports and decorator.,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,skypilot-org/skypilot,hard,large,openai/gpt-5-nano,A,3.0,3.0,0.0,tie_ambiguous
141616630456,141616630456-3,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,sky_serve_client_sdk.py,sky/serve/client/sdk.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-3\bypass\sky_serve_client_sdk.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\141616630456-3\bypass\sky_serve_client_sdk.py\b_summary.txt,True,True,True,,,2,5,"Refactor serve client SDK to support persisted DAGs by separating mount uploads from request preparation, enabling reuse of a persisted dag_id on the server for up and update operations and reducing re-upload of mounts when possible.","Enable client-side application of admin policy by wrapping up() and update() execution in a contextual policy context using admin_policy_utils and context, preserving existing behavior while allowing per-request policy application.",0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,3,3,True,True,0.0,skypilot-org/skypilot,hard,large,openai/gpt-5-nano,A,5.0,2.0,3.0,favored_complexity
147440192254,147440192254-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,scripts_pareto_plot.py,scripts/pareto_plot.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\147440192254-1\bypass\scripts_pareto_plot.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\147440192254-1\bypass\scripts_pareto_plot.py\b_summary.txt,True,True,True,,,9,16,"Consolidate the Pareto plot to a smaller set of models (Ours, Qwen 2 VL, Qwen 2.5 VL), adjust costs, performance, colors, markers, and annotations to reflect the simplified dataset and updated invocation path.",,0,0,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,allenai/olmocr,medium,medium,openai/gpt-5-nano,B,9.0,16.0,-7.0,favored_simplicity
153867800458,153867800458-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,tests_test_basics.py,tests/test_basics.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\153867800458-1\bypass\tests_test_basics.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\153867800458-1\bypass\tests_test_basics.py\b_summary.txt,True,True,True,,"nested_summary_json_fallback_type_regex: Expecting ',' delimiter: line 25 column 18 (char 993)",6,4,"Update tests to reflect API changes (start_span replacing start_transaction; removal of push_scope/Hub-related tests), adjust datetime imports and utilities usage, and introduce forked tracing tests to safely verify static/classmethod tracing without side effects.","Replace brittle mock-based static/classmethod tracing tests with forked, isolated tests that verify the transaction spans description, improving stability and clarity of tracing tests.",1,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,getsentry/sentry-python,medium,medium,openai/gpt-5-nano,A,4.0,6.0,-2.0,favored_simplicity
157321321819,157321321819-1,2025-11-09-gpt5nano-failure-cases,2025-11-09-gpt5nano-failure-classifications,gpt5nano,openhands_server_conversation_manager_docker_nested_conversation_manager.py,openhands/server/conversation_manager/docker_nested_conversation_manager.py,data\labeling_results\2025-11-09-gpt5nano-failure-cases\157321321819-1\bypass\openhands_server_conversation_manager_docker_nested_conversation_manager.py\a_summary.txt,data\labeling_results\2025-11-09-gpt5nano-failure-cases\157321321819-1\bypass\openhands_server_conversation_manager_docker_nested_conversation_manager.py\b_summary.txt,True,True,True,,,9,10,"Address linting/style issues and minor robustness tweaks in DockerNestedConversationManager, including removing an unused import, aligning type hints, adjusting exception handling, and improving readability of multiline signatures and conditional checks.","Introduce SKIP_DEPENDENCY_CHECK environment variable for the nested runtime to skip dependency checks, and apply minor refactors (import removal, formatting adjustments, and improved error handling).",0,1,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,results\figures\force_mix_vs_final_combined.csv,1,1,True,True,0.0,OpenDevin/OpenDevin,medium,medium,openai/gpt-5-nano,B,9.0,10.0,-1.0,favored_simplicity
