model_name,case_type,ablation,id,repo,file_name,key,metric,bj_metric,ablation_metric,agent_metric,delta,bj_em,agent_em
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,991745253470,robusta-dev/holmesgpt,holmes/interactive.py,991745253470::holmes/interactive.py,similarity,0.5589222858440526,1.0,0.8966127889754653,0.44107771415594743,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,282233748224,pennylaneai/pennylane,pennylane/labs/resource_estimation/templates/subroutines.py,282233748224::pennylane/labs/resource_estimation/templates/subroutines.py,similarity,0.0424445409249726,0.4758833136926543,0.0424445409249726,0.4334387727676817,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,517899874303,lm-sys/FastChat,fastchat/serve/monitor/monitor.py,517899874303::fastchat/serve/monitor/monitor.py,similarity,0.4598572964519597,0.8831672068822655,0.7338483659493578,0.42330991043030575,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,744790156574,pennylaneai/pennylane,pennylane/labs/trotter_error/parallel/vibronic_norm.py,744790156574::pennylane/labs/trotter_error/parallel/vibronic_norm.py,similarity,0.5067027758970887,0.9298578199052132,0.7389775493643495,0.42315504400812454,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,769844506256,huggingface/pytorch-image-models,timm/models/efficientnet.py,769844506256::timm/models/efficientnet.py,similarity,0.571893550998381,0.9896198731786292,0.5749797625472207,0.4177263221802482,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,317394731630,skypilot-org/skypilot,sky/utils/log_utils.py,317394731630::sky/utils/log_utils.py,similarity,0.5934434416580459,1.0,0.5943709199871581,0.40655655834195414,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,644441486423,opendilab/lightzero,zoo/atari/config/atari_unizero_multitask_segment_8games_ddp_config.py,644441486423::zoo/atari/config/atari_unizero_multitask_segment_8games_ddp_config.py,similarity,0.4737484737484737,0.8798194241093216,0.5193903606766677,0.4060709503608479,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,172881523060,NVIDIA/nv-ingest,client/src/nv_ingest_client/cli/util/processing.py,172881523060::client/src/nv_ingest_client/cli/util/processing.py,similarity,0.4548840941001174,0.8604258001661939,0.6765523367431732,0.4055417060660765,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,124416110103,kijai/ComfyUI-LivePortraitKJ,liveportrait/live_portrait_pipeline.py,124416110103::liveportrait/live_portrait_pipeline.py,similarity,0.6073226935222327,0.9975249637279168,0.8072684445192226,0.3902022702056841,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,524892982108,Lightning-AI/lightning-thunder,thunder/core/transforms.py,524892982108::thunder/core/transforms.py,similarity,0.5957098008121806,0.9817050576079556,0.9688391372163768,0.38599525679577495,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,215446707250,OpenSPG/KAG,kag/examples/baidu_map_mcp/eva.py,215446707250::kag/examples/baidu_map_mcp/eva.py,similarity,0.6095732410611303,0.984861227922624,0.9771186440677966,0.37528798686149367,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,281302116639,piccolo-orm/piccolo,tests/apps/migrations/auto/test_migration_manager.py,281302116639::tests/apps/migrations/auto/test_migration_manager.py,similarity,0.4032690421706439,0.7782499727579819,0.4963931568050561,0.374980930587338,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,607976624665,crewAIInc/crewAI,tests/crew_test.py,607976624665::tests/crew_test.py,similarity,0.6155724652731884,0.9804510237092704,0.6154528804214422,0.36487855843608197,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,479334250816,comet-ml/opik,apps/opik-backend/src/test/java/com/comet/opik/api/resources/v1/priv/DatasetsResourceTest.java,479334250816::apps/opik-backend/src/test/java/com/comet/opik/api/resources/v1/priv/DatasetsResourceTest.java,similarity,0.6490451163308708,1.0,0.9045434537036546,0.3509548836691292,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,274346483862,feast-dev/feast,sdk/python/feast/infra/compute_engines/algorithms/topo.py,274346483862::sdk/python/feast/infra/compute_engines/algorithms/topo.py,similarity,0.4896755162241888,0.8384094754653131,0.8992740471869328,0.34873395924112427,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,163540612069,crewAIInc/crewAI,src/crewai/crew.py,163540612069::src/crewai/crew.py,similarity,0.6504906062219518,0.9987053492614606,0.7519743196409295,0.34821474303950883,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,192252813353,datadog/integrations-core,postgres/tests/test_statements.py,192252813353::postgres/tests/test_statements.py,similarity,0.6571369883477741,0.9997437868306432,0.8740898900395004,0.3426067984828691,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,517899874303,lm-sys/FastChat,fastchat/serve/gradio_web_server.py,517899874303::fastchat/serve/gradio_web_server.py,similarity,0.5249973350389084,0.8674981345272359,0.7774757488540667,0.34250079948832746,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,327055077106,microsoft/deepspeed,tests/unit/common.py,327055077106::tests/unit/common.py,similarity,0.6504140443855582,0.9876341271918346,0.6569062603511097,0.33722008280627647,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,246442576932,huggingface/transformers,src/transformers/integrations/flash_paged.py,246442576932::src/transformers/integrations/flash_paged.py,similarity,0.6668738346799254,1.0,0.9996423462088698,0.33312616532007455,0.0,1.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,504564843184,allegro/ralph,src/ralph/configuration_management/migrations/0002_auto_20170622_1254.py,504564843184::src/ralph/configuration_management/migrations/0002_auto_20170622_1254.py,similarity,0.5940919037199125,0.924507658643326,0.8868501529051988,0.33041575492341346,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,317394731630,skypilot-org/skypilot,sky/check.py,317394731630::sky/check.py,similarity,0.6740905332782141,0.9985531211244316,0.684696503355366,0.3244625878462175,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,492978147465,skypilot-org/skypilot,sky/client/cli/command.py,492978147465::sky/client/cli/command.py,similarity,0.6706343680799169,0.992781777919517,0.7834578293229604,0.3221474098396001,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,540082067762,langchain-ai/open_deep_research,src/open_deep_research/configuration.py,540082067762::src/open_deep_research/configuration.py,similarity,0.4140544970292973,0.725132625994695,0.9343293954134816,0.31107812896539766,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,569349300917,pennylaneai/pennylane,pennylane/gradients/parameter_shift.py,569349300917::pennylane/gradients/parameter_shift.py,similarity,0.4336441995195704,0.7392115303094531,0.731425745372333,0.3055673307898827,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,97321414157,eleutherai/gpt-neox,megatron/model/transformer.py,97321414157::megatron/model/transformer.py,similarity,0.6478143391198135,0.9468297738460968,0.9144427582633156,0.29901543472628334,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,175653437254,sgl-project/sglang,python/sglang/srt/models/deepseek_v2.py,175653437254::python/sglang/srt/models/deepseek_v2.py,similarity,0.6913330006009555,0.9863715534188252,0.7073550831661184,0.2950385528178697,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,573867757066,wasserth/totalsegmentator,totalsegmentator/libs.py,573867757066::totalsegmentator/libs.py,similarity,0.6844543023028247,0.9792855827656048,0.9686521819186154,0.2948312804627802,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,334602748285,pennylaneai/pennylane,pennylane/labs/resource_estimation/ops/qubit/qchem_ops.py,334602748285::pennylane/labs/resource_estimation/ops/qubit/qchem_ops.py,similarity,0.5629610115911485,0.8495785036880927,0.7271689497716896,0.2866174920969442,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,461318739825,pytorch/TensorRT,py/torch_tensorrt/dynamo/_exporter.py,461318739825::py/torch_tensorrt/dynamo/_exporter.py,similarity,0.7192299278057318,0.997724786698753,0.9714723255305184,0.27849485889302117,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_summary,416634263862,Future-House/paper-qa,tests/test_clients.py,416634263862::tests/test_clients.py,similarity,0.6697304737800276,0.9433861729052884,0.9856578304693396,0.2736556991252608,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,323712641999,stanfordnlp/dspy,dspy/clients/__init__.py,323712641999::dspy/clients/__init__.py,similarity,0.9544924154025672,0.0210035005834305,0.9766627771295217,0.9334889148191368,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,187937374571,crewAIInc/crewAI-tools,crewai_tools/tools/serper_dev_tool/serper_dev_tool.py,187937374571::crewai_tools/tools/serper_dev_tool/serper_dev_tool.py,similarity,0.9952190349121636,0.2682086066940954,0.9940019993335556,0.7270104282180682,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,194362783509,OpenDevin/OpenDevin,openhands/utils/import_utils.py,194362783509::openhands/utils/import_utils.py,similarity,0.9829480863963622,0.2638674884437596,0.9829480863963622,0.7190805979526026,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,312313755004,video-db/Director,backend/director/agents/editing.py,312313755004::backend/director/agents/editing.py,similarity,1.0,0.2900428322140553,0.94627465496272,0.7099571677859446,1.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,817039103073,firebase/firebase-admin-python,tests/test_remote_config.py,817039103073::tests/test_remote_config.py,similarity,0.8606143388075347,0.1575235856548394,0.8434929004796544,0.7030907531526953,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,765099915043,livekit/agents,livekit-plugins/livekit-plugins-google/livekit/plugins/google/beta/realtime/realtime_api.py,765099915043::livekit-plugins/livekit-plugins-google/livekit/plugins/google/beta/realtime/realtime_api.py,similarity,0.9724458051454248,0.3038862278406005,0.8683561445083909,0.6685595773048243,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,6478396692,stanfordnlp/dspy,dspy/primitives/program.py,6478396692::dspy/primitives/program.py,similarity,0.9983065198983913,0.3409572215163067,0.9777683675629896,0.6573492983820846,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,817039103073,firebase/firebase-admin-python,firebase_admin/remote_config.py,817039103073::firebase_admin/remote_config.py,similarity,0.9426695700217752,0.2875946569599272,0.9165718742890572,0.6550749130618481,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,562085341840,vllm-project/llm-compressor,src/llmcompressor/transformers/tracing/__init__.py,562085341840::src/llmcompressor/transformers/tracing/__init__.py,similarity,0.9992764109985528,0.3835021707670043,0.9992764109985528,0.6157742402315485,1.0,1.0
openai/gpt-5-nano,component_hurts,bj_no_summary,199378705901,MadcowD/ell,tests/test_closure.py,199378705901::tests/test_closure.py,similarity,0.9940451127819548,0.3876691729323308,0.2195488721804511,0.606375939849624,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,804718277370,modelscope/modelscope-agent,ms_agent/utils/utils.py,804718277370::ms_agent/utils/utils.py,similarity,1.0,0.4100404312668463,0.4056461098974961,0.5899595687331537,1.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,951329832873,reflex-dev/reflex,reflex/vars/sequence.py,951329832873::reflex/vars/sequence.py,similarity,0.989831904651582,0.4165815150968724,0.4162638668779714,0.5732503895547096,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,911271203201,huggingface/lerobot,examples/lekiwi/record.py,911271203201::examples/lekiwi/record.py,similarity,0.9995229007633588,0.4429599177800617,0.4022038567493112,0.5565629829832971,1.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,936753285532,skypilot-org/skypilot,sky/serve/server/core.py,936753285532::sky/serve/server/core.py,similarity,0.9676489093959731,0.4274636510500808,0.8595014567821302,0.5401852583458924,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,837895294930,pennylaneai/pennylane,pennylane/allocation.py,837895294930::pennylane/allocation.py,similarity,1.0,0.4701565029681597,0.8723766911686375,0.5298434970318403,1.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,793362714398,openstack/swift,swift/common/middleware/s3api/s3request.py,793362714398::swift/common/middleware/s3api/s3request.py,similarity,0.9939549679069926,0.4865684820630087,0.6531804340197199,0.5073864858439838,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,435697389454,skypilot-org/skypilot,sky/serve/load_balancing_policies.py,435697389454::sky/serve/load_balancing_policies.py,similarity,0.9511894273127752,0.4595594713656388,0.920352422907489,0.49162995594713643,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,390326301297,Lightning-AI/lightning-thunder,thunder/core/transforms.py,390326301297::thunder/core/transforms.py,similarity,0.999964908894718,0.5129179131319689,0.9789892007123494,0.4870469957627491,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,12005941047,google/maxtext,MaxText/layers/attentions.py,12005941047::MaxText/layers/attentions.py,similarity,0.9837512171372932,0.5042599805258032,0.5089459591041869,0.47949123661148996,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,902688526430,dlt-hub/dlt,tests/pipeline/test_pipeline.py,902688526430::tests/pipeline/test_pipeline.py,similarity,0.980472830831318,0.5045365427823175,0.9702477209954634,0.47593628804900046,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,498621285432,pennylaneai/pennylane,pennylane/labs/trotter_error/product_formulas/error.py,498621285432::pennylane/labs/trotter_error/product_formulas/error.py,similarity,0.8230713791105522,0.3514024537609644,0.2676817218976131,0.47166892534958776,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,517899874303,lm-sys/FastChat,fastchat/serve/gradio_block_arena_vision_anony.py,517899874303::fastchat/serve/gradio_block_arena_vision_anony.py,similarity,0.8077797085951076,0.3489484720780146,0.8074678073341354,0.458831236517093,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,458326496157,getkeops/keops,pykeops/pykeops/tutorials/backends/plot_gpytorch.py,458326496157::pykeops/pykeops/tutorials/backends/plot_gpytorch.py,similarity,0.5251989389920424,0.0751987738289108,0.5268745852687459,0.45000016516313157,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,895445779696,allenai/open-instruct,open_instruct/dataset_transformation.py,895445779696::open_instruct/dataset_transformation.py,similarity,0.9323271734625334,0.5102259572096214,0.5103831696894339,0.42210121625291197,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,296110151635,DS4SD/docling,tests/test_backend_msword.py,296110151635::tests/test_backend_msword.py,similarity,0.9910943993667128,0.5715131189583744,0.9998020977637048,0.4195812804083384,0.0,1.0
openai/gpt-5-nano,component_hurts,bj_no_summary,249587136742,OpenSPG/KAG,kag/builder/component/record_parser/markdown_parser.py,249587136742::kag/builder/component/record_parser/markdown_parser.py,similarity,0.9966698168399262,0.5999909694315257,0.873435624892851,0.3966788474084004,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,954815690511,isaac-sim/IsaacLab,source/isaaclab/test/terrains/test_terrain_importer.py,954815690511::source/isaaclab/test/terrains/test_terrain_importer.py,similarity,0.9642857142857144,0.569266718593524,0.7089907192575406,0.39501899569219046,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,838757145915,ModelTC/lightllm,unit_tests/common/basemodel/triton_kernel/test_multimodal_emb.py,838757145915::unit_tests/common/basemodel/triton_kernel/test_multimodal_emb.py,similarity,0.7893820713664056,0.3997797356828194,0.998898678414097,0.3896023356835862,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,625026006146,huggingface/transformers,examples/pytorch/continuous_batching.py,625026006146::examples/pytorch/continuous_batching.py,similarity,0.9294139674218312,0.5417296072507554,0.9412631191309152,0.3876843601710759,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,473036096332,skypilot-org/skypilot,tests/smoke_tests/test_managed_job.py,473036096332::tests/smoke_tests/test_managed_job.py,similarity,0.8317507851873494,0.4543860930538309,0.8594332042947922,0.3773646921335185,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,979769281315,ranaroussi/yfinance,tests/test_prices.py,979769281315::tests/test_prices.py,similarity,0.846417867156531,0.4732952714213362,0.906313448709272,0.3731225957351948,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,633246057513,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/result.py,633246057513::pydantic_ai_slim/pydantic_ai/result.py,similarity,0.9998606271777004,0.6305600870038064,0.6304028706573153,0.369300540173894,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,416718946157,wenet-e2e/wenet,wenet/utils/init_model.py,416718946157::wenet/utils/init_model.py,similarity,0.9772231645262904,0.6097206276310754,0.8290525805669978,0.36750253689521506,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,408097521578,feast-dev/feast,sdk/python/tests/integration/compute_engines/spark/test_compute.py,408097521578::sdk/python/tests/integration/compute_engines/spark/test_compute.py,similarity,0.9995201535508638,0.6438455183808344,0.9996801023672424,0.3556746351700294,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,811202524573,snakemake/snakemake,snakemake/sourcecache.py,811202524573::snakemake/sourcecache.py,similarity,0.939235996569242,0.5853599807368168,0.9645048492445736,0.3538760158324251,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,483340042765,vllm-project/vllm,vllm/model_executor/layers/fused_moe/layer.py,483340042765::vllm/model_executor/layers/fused_moe/layer.py,similarity,0.9786064769381748,0.6320978334717294,0.6299992451121008,0.3465086434664454,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,823701492337,vllm-project/llm-compressor,src/llmcompressor/transformers/tracing/__init__.py,823701492337::src/llmcompressor/transformers/tracing/__init__.py,similarity,0.6947218259629102,0.3565768621236133,0.9984152139461172,0.33814496383929693,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,415774755217,stanfordnlp/dspy,dspy/adapters/base.py,415774755217::dspy/adapters/base.py,similarity,0.998502994011976,0.6625062406390414,0.8512231652521218,0.33599675337293455,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,293493941862,potpie-ai/potpie,app/modules/parsing/graph_construction/parsing_controller.py,293493941862::app/modules/parsing/graph_construction/parsing_controller.py,similarity,0.989686291362269,0.6581435324452084,0.9321014181349376,0.33154275891706064,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,789023469196,opendilab/lightzero,lzero/model/unizero_model.py,789023469196::lzero/model/unizero_model.py,similarity,0.993784798653373,0.664538822303283,0.9919611021069692,0.32924597635009,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,282233748224,pennylaneai/pennylane,pennylane/labs/tests/resource_estimation/ops/op_math/test_symbolic.py,282233748224::pennylane/labs/tests/resource_estimation/ops/op_math/test_symbolic.py,similarity,0.9958010637305216,0.6720692130416714,0.9930017728842028,0.32373185068885013,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,793362714398,openstack/swift,test/unit/common/middleware/s3api/test_obj.py,793362714398::test/unit/common/middleware/s3api/test_obj.py,similarity,0.939196357954436,0.6288148873653281,0.9131047992164544,0.3103814705891079,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,334950146121,pennylaneai/pennylane,pennylane/ftqc/ftqc_device.py,334950146121::pennylane/ftqc/ftqc_device.py,similarity,0.8527428283844992,0.5428513609227967,0.8780487804878049,0.3098914674617025,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,511335864740,pennylaneai/pennylane,pennylane/labs/resource_estimation/templates/subroutines.py,511335864740::pennylane/labs/resource_estimation/templates/subroutines.py,similarity,0.9523635499844684,0.6481444259689002,0.6653754088475524,0.30421912401556817,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,817396357249,reviewboard/reviewboard,reviewboard/dependencies.py,817396357249::reviewboard/dependencies.py,similarity,0.9987146529562982,0.7003977538605521,0.8287027142551827,0.2983168990957461,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,372403500057,comet-ml/opik,sdks/python/src/opik/integrations/adk/opik_tracer.py,372403500057::sdks/python/src/opik/integrations/adk/opik_tracer.py,similarity,0.8773871696936628,0.58137990570423,0.9607926158015072,0.2960072639894328,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,500531177582,google/oss-fuzz-gen,agent_tests/function_analyzer_test.py,500531177582::agent_tests/function_analyzer_test.py,similarity,0.8758262511803588,0.5826086956521739,0.8809710258418167,0.29321755552818496,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,48141443196,fastmachinelearning/hls4ml,hls4ml/model/graph.py,48141443196::hls4ml/model/graph.py,similarity,0.8719188521574605,0.5840261384241678,0.8135132308335948,0.2878927137332926,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,60581983439,google/oss-fuzz-gen,agent_tests/function_analyzer_test.py,60581983439::agent_tests/function_analyzer_test.py,similarity,0.7454886675328425,0.4676616915422885,0.9794361525704808,0.277826975990554,0.0,0.0
openai/gpt-5-nano,component_hurts,bj_no_summary,864000062415,modelscope/swift,tests/test_align/test_template/test_llm.py,864000062415::tests/test_align/test_template/test_llm.py,similarity,1.0,0.72232155136845,0.992248062015504,0.27767844863155,1.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_judge,823245019634,mikedh/trimesh,trimesh/rendering.py,823245019634::trimesh/rendering.py,similarity,0.0033344176968119,1.0,0.0033142025705278,0.9966655823031881,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_judge,709290044412,khronosgroup/gltf-blender-io,addons/io_scene_gltf2/__init__.py,709290044412::addons/io_scene_gltf2/__init__.py,similarity,0.0142177217648915,0.999575046744858,0.9999757169568492,0.9853573249799665,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_judge,966387955755,skypilot-org/skypilot,sky/serve/server/core.py,966387955755::sky/serve/server/core.py,similarity,0.0,0.9081212319611534,0.9062764707489686,0.9081212319611534,0.0,0.0
openai/gpt-5-nano,ablation_beats_bj,bj_no_judge,344645272640,microsoft/deepspeed,deepspeed/runtime/engine.py,344645272640::deepspeed/runtime/engine.py,similarity,0.0639800628066293,0.9171827995045124,0.949983795442608,0.8532027366978832,0.0,0.0
