id,repo,file_name,exact_match,similarity,bleu3,rouge_l,eval_method,bypass_method,model_name,tokens_system_prompt,tokens_original,tokens_diff_a,tokens_diff_b,tokens_output,tokens_total,tokens_in,tokens_out,cost_in,cost_out,total_cost,processing_time_s,difficulty,project_size,tokens_per_sec,quality_per_dollar
147694826881,pyparsing/pyparsing,pyparsing/__init__.py,False,0.8897107529255907,0.91117132294329,0.9735234215885948,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,11590,784,1860,7310,24431,17121,7310,0.0,0.0,0.0,164.17,easy,medium,,
136304482098,reflex-dev/reflex,reflex/config.py,False,0.3353384000288153,0.1263540887511012,0.4664137469314885,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,28405,5384,2796,8267,47739,39472,8267,0.0,0.0,0.0,547.57,hard,medium,,
136304482098,reflex-dev/reflex,reflex/reflex.py,False,0.415943600867679,0.2551804166254512,0.5878061490359563,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,24675,2732,2168,7597,40059,32462,7597,0.0,0.0,0.0,547.57,hard,medium,,
136304482098,reflex-dev/reflex,reflex/utils/prerequisites.py,False,0.1607647748431142,0.0049245951009772,0.2861435340344389,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,58300,3352,8724,9074,82337,73263,9074,0.0,0.0,0.0,547.57,hard,medium,,
639645733457,robusta-dev/holmesgpt,holmes/config.py,False,0.6183703496111539,0.5736420163484899,0.7692881103242639,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,11480,1496,9332,8183,33378,25195,8183,0.0,0.0,0.0,429.895,hard,large,,
639645733457,robusta-dev/holmesgpt,holmes/core/tools.py,False,0.6601682741637596,0.6111694378481948,0.7726737338044757,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,10035,708,14940,8603,37173,28570,8603,0.0,0.0,0.0,429.895,hard,large,,
639645733457,robusta-dev/holmesgpt,holmes/plugins/toolsets/__init__.py,False,0.8470478847047884,0.8921792878987266,0.8793774319066147,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,1685,1580,1856,2852,10860,8008,2852,0.0,0.0,0.0,429.895,hard,large,,
712459617846,pennylaneai/pennylane,pennylane/__init__.py,False,0.7765994436717664,0.8238603275199171,0.8580441640378549,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6850,316,1152,5042,16247,11205,5042,0.0,0.0,0.0,285.399,hard,large,,
712459617846,pennylaneai/pennylane,pennylane/devices/preprocess.py,False,0.2542463442069741,0.0420557512641427,0.4093801127067806,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,34775,6160,632,7928,52382,44454,7928,0.0,0.0,0.0,285.399,hard,large,,
18238461500,marqo-ai/marqo,src/marqo/s2_inference/configs.py,False,0.8369008139885439,0.9698535723991482,0.9364406779661018,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,4740,612,696,4297,13232,8935,4297,0.0,0.0,0.0,111.197,hard,large,,
18238461500,marqo-ai/marqo,src/marqo/version.py,False,0.7722772277227723,0.6742727686417176,0.88,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,135,288,288,883,4481,3598,883,0.0,0.0,0.0,111.197,hard,large,,
422033800664,pennylaneai/pennylane,pennylane/compiler/python_compiler/transforms/decompose.py,False,0.6795093438709146,0.6750425863951811,0.8123374210330732,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,13455,1952,2228,7729,28251,20522,7729,0.0,0.0,0.0,173.952,easy,large,,
12375070959,mosaicml/llm-foundry,llmfoundry/callbacks/__init__.py,False,0.6354221986192247,0.8510959173225419,0.6932515337423312,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,3525,664,596,3175,10847,7672,3175,0.0,0.0,0.0,70.943,easy,large,,
870196287841,gregpr07/browser-use,browser_use/browser/session.py,False,0.052195443171342,5.890856894265821e-10,0.0904779015450952,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,224875,25436,7128,12353,272679,260326,12353,0.0,0.0,0.0,354.591,medium,medium,,
488714720694,Lightning-AI/litgpt,litgpt/config.py,False,0.1328656611715187,0.0015953591009688,0.2483386660103371,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,65450,1596,17156,8224,95313,87089,8224,0.0,0.0,0.0,388.252,hard,medium,,
488714720694,Lightning-AI/litgpt,litgpt/lora.py,False,0.2348765608073436,0.022334707349384,0.369532173619321,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,42250,1724,15560,8976,71397,62421,8976,0.0,0.0,0.0,388.252,hard,medium,,
607976624665,crewAIInc/crewAI,tests/crew_test.py,False,0.0626813441337336,8.61176956338402e-08,0.1140740018524837,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,159420,4612,4160,10053,181132,171079,10053,0.0,0.0,0.0,243.168,easy,large,,
325508748777,iterative/datachain,tests/unit/lib/test_datachain.py,False,0.1425145916205064,0.0015983621470289,0.2351456756136729,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,62905,1056,19692,9153,95693,86540,9153,0.0,0.0,0.0,210.132,easy,medium,,
365880002531,opentensor/bittensor,tests/e2e_tests/test_commit_weights.py,False,0.9067951486957966,0.9090686081049616,0.9503149055283416,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6505,3224,1964,5830,20410,14580,5830,0.0,0.0,0.0,672.146,hard,medium,,
365880002531,opentensor/bittensor,tests/e2e_tests/test_dendrite.py,False,0.8456478842359132,0.8457356998228006,0.9290322580645162,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,5120,2000,2240,5941,18188,12247,5941,0.0,0.0,0.0,672.146,hard,medium,,
365880002531,opentensor/bittensor,tests/e2e_tests/test_liquid_alpha.py,False,0.9673612122978288,0.9517297632313576,0.9711375212224108,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,7845,2556,1396,6128,20812,14684,6128,0.0,0.0,0.0,672.146,hard,medium,,
365880002531,opentensor/bittensor,tests/e2e_tests/test_metagraph.py,False,0.9782469609724888,0.9494027629285048,0.9607142857142856,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,7915,5548,1640,7392,25382,17990,7392,0.0,0.0,0.0,672.146,hard,medium,,
365880002531,opentensor/bittensor,tests/e2e_tests/test_subtensor_functions.py,False,0.8653993855606759,0.888283926819751,0.9400584795321638,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6380,2296,1212,5816,18591,12775,5816,0.0,0.0,0.0,672.146,hard,medium,,
883129389234,google/oss-fuzz-gen,experiment/oss_fuzz_checkout.py,False,0.4030963950728896,0.3356094357694607,0.5889229056498748,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,21040,1004,1544,9545,36020,26475,9545,0.0,0.0,0.0,214.696,easy,medium,,
105038906426,airweave-ai/airweave,backend/airweave/api/v1/endpoints/source_connections.py,False,0.6595462581025339,0.6736668495645038,0.7576486765211414,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,12820,1516,2548,9272,29043,19771,9272,0.0,0.0,0.0,208.288,easy,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/base.py,False,0.6954987520440657,0.8205418489625826,0.8204724409448819,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,8460,16208,2708,8337,38600,30263,8337,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/c4.py,False,0.8819444444444444,0.8965372097500984,0.9264069264069263,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,805,1276,856,2068,7892,5824,2068,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/cnn_dailymail.py,False,0.4449606862044317,0.4399547606932327,0.5848670756646217,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,2770,3096,1128,3818,13699,9881,3818,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/custom.py,False,0.125,0.1180003557052653,0.2339743589743589,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,4130,3876,896,4922,16711,11789,4922,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/evolcodealpaca.py,False,0.6681922196796339,0.6678390467823472,0.7505617977528091,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,3150,3516,1124,4314,14991,10677,4314,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/gsm8k.py,False,0.574966231427285,0.5728985885903249,0.7164179104477613,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,2110,2724,996,3352,12069,8717,3352,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/open_platypus.py,False,0.5295104895104895,0.5498627382731798,0.6647398843930636,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,3725,3976,1100,4723,16411,11688,4723,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/ptb.py,False,0.6565798733286419,0.6434693098632099,0.7535211267605633,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,820,1240,820,2293,8060,5767,2293,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/ultrachat_200k.py,False,0.4892444910807975,0.5849182680642165,0.6288951841359773,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,3965,4004,1744,4124,16724,12600,4124,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/data/wikitext.py,False,0.8638638638638638,0.9534325072779256,0.9321266968325792,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,700,1300,788,2238,7913,5675,2238,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/runner.py,False,0.8194104308390022,0.885340814187981,0.919093851132686,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,11290,4060,2708,8715,29660,20945,8715,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,src/llmcompressor/transformers/finetune/text_generation.py,False,0.6153384060873048,0.5598276165473614,0.7680053103219382,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,15380,5152,4156,10079,37654,27575,10079,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,tests/llmcompressor/transformers/compression/test_quantization.py,False,0.9374058577405856,0.9343702724951168,0.9568397951719092,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6285,524,400,5976,16072,10096,5976,0.0,0.0,0.0,1454.788,hard,medium,,
760531777836,vllm-project/llm-compressor,tests/llmcompressor/transformers/obcq/test_obcq_completion.py,False,0.6985900962861074,0.7097586222001567,0.8091324200913242,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,4775,564,400,6185,14811,8626,6185,0.0,0.0,0.0,1454.788,hard,medium,,
771840893862,pytorch/TensorRT,py/torch_tensorrt/dynamo/_compiler.py,False,0.2664857918035127,0.0649312173064536,0.4396935685016924,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,36940,1912,11992,8590,62321,53731,8590,0.0,0.0,0.0,514.419,hard,huge,,
771840893862,pytorch/TensorRT,py/torch_tensorrt/dynamo/_defaults.py,False,0.4626168224299065,0.4467845634297344,0.9081632653061226,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,1535,444,1024,2285,8175,5890,2285,0.0,0.0,0.0,514.419,hard,huge,,
771840893862,pytorch/TensorRT,py/torch_tensorrt/dynamo/_settings.py,False,0.9946524064171124,0.9908954896899292,0.9958549222797928,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6565,1276,3060,6844,20632,13788,6844,0.0,0.0,0.0,514.419,hard,huge,,
771840893862,pytorch/TensorRT,py/torch_tensorrt/dynamo/conversion/_conversion.py,False,0.8836078854982446,0.9018973802279384,0.924297924297924,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,6685,1184,4892,5797,21445,15648,5797,0.0,0.0,0.0,514.419,hard,huge,,
930100752068,dlt-hub/dlt,dlt/helpers/ibis.py,False,0.7709470458680456,0.8545543948755747,0.8565002249212775,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,10470,2068,2092,9592,27109,17517,9592,0.0,0.0,0.0,215.958,easy,large,,
226178045523,OpenDevin/OpenDevin,openhands/server/session/agent_session.py,False,0.5120325545499194,0.6383143252526164,0.7099179716629381,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,12570,2576,6068,10295,34396,24101,10295,0.0,0.0,0.0,232.385,easy,medium,,
99449744727,microsoft/deepspeed,tests/unit/common.py,False,0.2813656239488732,0.1179356542895626,0.4591260715032406,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,22050,18420,652,8145,52154,44009,8145,0.0,0.0,0.0,186.255,easy,large,,
888794025671,OpenDevin/OpenDevin,openhands/cli/commands.py,False,0.3350568415285577,0.1104074982154995,0.4665485157288436,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,10235,2904,18476,8692,43194,34502,8692,0.0,0.0,0.0,402.521,hard,medium,,
888794025671,OpenDevin/OpenDevin,openhands/cli/tui.py,False,0.3322538388763554,0.1226425286660419,0.4833374475438163,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,26495,360,6676,9443,45861,36418,9443,0.0,0.0,0.0,402.521,hard,medium,,
451145360627,roboflow/multimodal-maestro,maestro/trainer/models/florence_2/core.py,False,0.4667174053041391,0.4592029236898671,0.6964347525095187,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,17290,11328,1700,8425,41630,33205,8425,0.0,0.0,0.0,190.182,medium,small,,
406813367119,scverse/scanpy,src/scanpy/plotting/_baseplot_class.py,False,0.2008196721311475,0.019429121058151,0.3554757630161579,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,45960,15464,840,10786,75937,65151,10786,0.0,0.0,0.0,834.281,hard,medium,,
406813367119,scverse/scanpy,src/scanpy/plotting/_dotplot.py,False,0.2051999113966108,0.0353775370630952,0.2894870492635855,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,44215,15208,2868,11089,76267,65178,11089,0.0,0.0,0.0,834.281,hard,medium,,
406813367119,scverse/scanpy,src/scanpy/plotting/_matrixplot.py,False,0.4221450556388604,0.5476987833061994,0.5921958684009182,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,17185,7300,1024,9817,38213,28396,9817,0.0,0.0,0.0,834.281,hard,medium,,
406813367119,scverse/scanpy,src/scanpy/plotting/_stacked_violin.py,False,0.2576556444009916,0.0731852914527425,0.3820369574559518,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,36500,9932,2516,9587,61422,51835,9587,0.0,0.0,0.0,834.281,hard,medium,,
873469532425,pypsa/pypsa,pypsa/networks.py,False,0.1323536137323353,0.0018396461470083,0.2541720154043646,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,65945,3052,5188,8731,85803,77072,8731,0.0,0.0,0.0,201.602,easy,medium,,
119788043391,AgentOps-AI/AgentStack,agentstack/main.py,False,0.7884427032321254,0.9351083584176562,0.8351942831621259,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,9295,1128,2652,8182,24144,15962,8182,0.0,0.0,0.0,182.733,easy,medium,,
421914048507,fastmachinelearning/hls4ml,hls4ml/backends/vivado/passes/convolution_templates.py,False,0.291409359132702,0.1015602709531037,0.4735915492957747,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,32410,3760,7728,10457,57242,46785,10457,0.0,0.0,0.0,236.295,medium,medium,,
229330283794,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/agent.py,False,0.0886929240683427,6.0953606079034966e-05,0.1644223954642097,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,98555,3368,10508,8043,123361,115318,8043,0.0,0.0,0.0,406.046,hard,large,,
229330283794,pydantic/pydantic-ai,tests/models/test_openai.py,False,0.1364217865481178,0.002995473528494,0.2657260435038213,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,61500,3428,8588,9846,86249,76403,9846,0.0,0.0,0.0,406.046,hard,large,,
857012001082,mckinsey/vizro,vizro-core/examples/scratch_dev/app.py,False,0.3172920065252854,0.3325270733114542,0.2879872712808273,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,9415,13232,10276,8123,43933,35810,8123,0.0,0.0,0.0,182.801,easy,medium,,
909966931892,pytorch/TensorRT,py/torch_tensorrt/dynamo/_compiler.py,False,0.2218471773799041,0.0363460181892376,0.3782595036129438,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,39650,9312,7596,9265,68710,59445,9265,0.0,0.0,0.0,421.316,hard,huge,,
909966931892,pytorch/TensorRT,py/torch_tensorrt/dynamo/_defaults.py,False,0.9741379310344828,0.9637234403339028,0.9829683698296836,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,1930,648,300,2611,8376,5765,2611,0.0,0.0,0.0,421.316,hard,huge,,
909966931892,pytorch/TensorRT,py/torch_tensorrt/dynamo/_settings.py,False,0.9517711823839158,0.9717321816880096,0.9775743707093822,force_mix,MIX,local:meta-llama/Llama-3.1-8B-Instruct,2887,8465,3216,1424,7363,23355,15992,7363,0.0,0.0,0.0,421.316,hard,huge,,
981856617340,microsoft/graphrag,graphrag/index/cache/load_cache.py,False,0.8681526256139025,0.8381057622565027,0.9094488188976378,force_mix,MIX,local:Qwen/Qwen3-8B,1896,996,800,432,1414,5538,4124,1414,0.0,0.0,0.0,106.708,hard,medium,,
981856617340,microsoft/graphrag,graphrag/index/storage/load_storage.py,False,0.9988901220865704,1.0,1.0,force_mix,MIX,local:Qwen/Qwen3-8B,1896,711,616,332,1371,4926,3555,1371,0.0,0.0,0.0,106.708,hard,medium,,
186905093121,pennylaneai/pennylane,pennylane/labs/resource_estimation/__init__.py,False,0.860635009834223,0.9446914547708988,0.924812030075188,force_mix,MIX,local:Qwen/Qwen3-8B,1896,1815,960,472,1870,7013,5143,1870,0.0,0.0,0.0,59.529,easy,large,,
39607804436,MervinPraison/PraisonAI,src/praisonai-agents/praisonaiagents/agent/agent.py,False,0.025172015235081,2.1418562516596024e-15,0.0273062730627306,force_mix,MIX,local:Qwen/Qwen3-8B,2878,120620,32108,24124,7391,187121,179730,7391,0.0,0.0,0.0,241.951,medium,large,,
301020949221,opendilab/lightzero,lzero/model/unizero_world_models/slicer.py,False,0.9996144949884348,0.9974846556209084,1.0,force_mix,MIX,local:Qwen/Qwen3-8B,1896,5112,1144,2160,2991,13303,10312,2991,0.0,0.0,0.0,160.233,hard,medium,,
301020949221,opendilab/lightzero,lzero/model/unizero_world_models/utils.py,False,0.9957479706223424,0.9951390860192104,0.9976336961665878,force_mix,MIX,local:Qwen/Qwen3-8B,1896,5127,584,258,2416,10281,7865,2416,0.0,0.0,0.0,160.233,hard,medium,,
249587136742,OpenSPG/KAG,kag/builder/component/record_parser/markdown_parser.py,False,0.2922291958278773,0.2461475125163528,0.4952593418851089,force_mix,MIX,local:Qwen/Qwen3-8B,2878,18660,19812,468,8967,50785,41818,8967,0.0,0.0,0.0,277.947,easy,large,,
396434079028,konradhalas/dacite,dacite/core.py,False,0.99866577718479,1.0,1.0,force_mix,MIX,local:Qwen/Qwen3-8B,1896,3915,378,1408,2075,9672,7597,2075,0.0,0.0,0.0,64.646,medium,small,,
241210066237,khronosgroup/gltf-blender-io,addons/io_scene_gltf2/__init__.py,False,0.1079348245275741,0.0003575185690164,0.2114020988938262,force_mix,MIX,local:Qwen/Qwen3-8B,2878,87595,2372,704,7205,100754,93549,7205,0.0,0.0,0.0,229.381,easy,medium,,
366312584498,pachterlab/gget,gget/__init__.py,False,0.9425587467362924,0.9646012711859104,0.9777777777777776,force_mix,MIX,local:Qwen/Qwen3-8B,1896,804,334,202,895,4131,3236,895,0.0,0.0,0.0,28.977,easy,medium,,
147694826881,pyparsing/pyparsing,pyparsing/__init__.py,False,0.8831971737690439,0.9023196202126864,0.9709035222052068,force_mix,MIX,local:Qwen/Qwen3-8B,2878,11630,832,1936,7285,24561,17276,7285,0.0,0.0,0.0,226.026,easy,medium,,
136304482098,reflex-dev/reflex,reflex/config.py,False,0.3065590894355797,0.1257637249765993,0.4510240427426536,force_mix,MIX,local:Qwen/Qwen3-8B,2387,22784,4152,2163,5523,37009,31486,5523,0.0,0.0,0.0,503.325,hard,medium,,
136304482098,reflex-dev/reflex,reflex/reflex.py,False,0.3449023861171366,0.2415139718321264,0.5457828217694094,force_mix,MIX,local:Qwen/Qwen3-8B,2387,19744,2124,1665,5401,31321,25920,5401,0.0,0.0,0.0,503.325,hard,medium,,
136304482098,reflex-dev/reflex,reflex/utils/prerequisites.py,False,0.1624198331149575,0.0051188507045597,0.2880572880572881,force_mix,MIX,local:Qwen/Qwen3-8B,2387,46724,2634,6618,5748,64111,58363,5748,0.0,0.0,0.0,503.325,hard,medium,,
639645733457,robusta-dev/holmesgpt,holmes/config.py,False,0.6119946752609823,0.5747147440310854,0.7607407407407407,force_mix,MIX,local:Qwen/Qwen3-8B,2878,11505,1536,9440,8851,34210,25359,8851,0.0,0.0,0.0,622.838,hard,large,,
639645733457,robusta-dev/holmesgpt,holmes/core/tools.py,False,0.5773308707845954,0.6044940724969576,0.7164179104477613,force_mix,MIX,local:Qwen/Qwen3-8B,2878,10030,724,15088,9189,37909,28720,9189,0.0,0.0,0.0,622.838,hard,large,,
639645733457,robusta-dev/holmesgpt,holmes/plugins/toolsets/__init__.py,False,0.9316116690578672,0.9622107486904168,0.94188376753507,force_mix,MIX,local:Qwen/Qwen3-8B,2878,1700,1624,1868,3040,11110,8070,3040,0.0,0.0,0.0,622.838,hard,large,,
712459617846,pennylaneai/pennylane,pennylane/__init__.py,False,0.9833101529902644,0.986158823969878,0.989090909090909,force_mix,MIX,local:Qwen/Qwen3-8B,1896,4125,160,602,2094,8877,6783,2094,0.0,0.0,0.0,161.029,hard,large,,
712459617846,pennylaneai/pennylane,pennylane/devices/preprocess.py,False,0.2481158605174352,0.0397725962493234,0.4043676069153776,force_mix,MIX,local:Qwen/Qwen3-8B,1896,21273,3098,322,3291,29880,26589,3291,0.0,0.0,0.0,161.029,hard,large,,
18238461500,marqo-ai/marqo,src/marqo/s2_inference/configs.py,False,0.8582701062215479,0.9796148845944386,0.9444444444444444,force_mix,MIX,local:Qwen/Qwen3-8B,2387,3924,462,528,2712,10013,7301,2712,0.0,0.0,0.0,96.779,hard,large,,
18238461500,marqo-ai/marqo,src/marqo/version.py,False,0.9615384615384616,0.9296971413616408,0.8181818181818182,force_mix,MIX,local:Qwen/Qwen3-8B,2387,108,219,219,570,3503,2933,570,0.0,0.0,0.0,96.779,hard,large,,
422033800664,pennylaneai/pennylane,pennylane/compiler/python_compiler/transforms/decompose.py,False,0.7447106281386351,0.7249813310938322,0.8679107208196121,force_mix,MIX,local:Qwen/Qwen3-8B,2878,13480,2024,2260,7518,28160,20642,7518,0.0,0.0,0.0,234.4,easy,large,,
12375070959,mosaicml/llm-foundry,llmfoundry/callbacks/__init__.py,False,0.9791026429010448,0.974726941230722,0.9887278582930756,force_mix,MIX,local:Qwen/Qwen3-8B,2387,2824,501,450,1968,8130,6162,1968,0.0,0.0,0.0,61.243,easy,large,,
870196287841,gregpr07/browser-use,browser_use/browser/session.py,False,0.0201817463453181,2.0546990731711214e-27,0.015585758605407,force_mix,MIX,local:Qwen/Qwen3-8B,1896,134535,12822,3672,3637,156562,152925,3637,0.0,0.0,0.0,125.69,medium,medium,,
488714720694,Lightning-AI/litgpt,litgpt/config.py,False,0.1179059978954752,0.0004426689417199,0.2145545796737766,force_mix,MIX,local:Qwen/Qwen3-8B,2878,70490,1712,18564,9390,103034,93644,9390,0.0,0.0,0.0,548.304,hard,medium,,
